Country,Indicator,Region,Subregion,Year,Percentage
Luxembourg,Unknown Mechanism rate,Europe,Western Europe,2010,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2010,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2010,0.1
Belarus,Firearms rate,Europe,Eastern Europe,2011,0.2
Bulgaria,Firearms rate,Europe,Eastern Europe,2011,0.5
Czechia,Firearms rate,Europe,Eastern Europe,2011,0.2
Hungary,Firearms rate,Europe,Eastern Europe,2011,0.1
Poland,Firearms rate,Europe,Eastern Europe,2011,0
Romania,Firearms rate,Europe,Eastern Europe,2011,0
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2011,0.4
Czechia,Other Mechanism rate,Europe,Eastern Europe,2011,0
Hungary,Other Mechanism rate,Europe,Eastern Europe,2011,0.6
Poland,Other Mechanism rate,Europe,Eastern Europe,2011,0.5
Romania,Other Mechanism rate,Europe,Eastern Europe,2011,0.6
Belarus,Sharp Objects rate,Europe,Eastern Europe,2011,2.7
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2011,0.4
Czechia,Sharp Objects rate,Europe,Eastern Europe,2011,0.4
Hungary,Sharp Objects rate,Europe,Eastern Europe,2011,0.7
Poland,Sharp Objects rate,Europe,Eastern Europe,2011,0.6
Romania,Sharp Objects rate,Europe,Eastern Europe,2011,0.5
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2011,0.4
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2011,0.3
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,2011,0
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2011,0
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2011,0.6
Denmark,Firearms rate,Europe,Northern Europe,2011,0.2
Estonia,Firearms rate,Europe,Northern Europe,2011,0.7
Finland,Firearms rate,Europe,Northern Europe,2011,0.3
Iceland,Firearms rate,Europe,Northern Europe,2011,0
Ireland,Firearms rate,Europe,Northern Europe,2011,0.4
Latvia,Firearms rate,Europe,Northern Europe,2011,0.2
Lithuania,Firearms rate,Europe,Northern Europe,2011,0.3
Norway,Firearms rate,Europe,Northern Europe,2011,1.4
Sweden,Firearms rate,Europe,Northern Europe,2011,0.2
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2011,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2011,0.3
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2011,0.1
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2011,0.1
Denmark,Other Mechanism rate,Europe,Northern Europe,2011,0.3
Estonia,Other Mechanism rate,Europe,Northern Europe,2011,1.5
Finland,Other Mechanism rate,Europe,Northern Europe,2011,0.8
Iceland,Other Mechanism rate,Europe,Northern Europe,2011,0.6
Ireland,Other Mechanism rate,Europe,Northern Europe,2011,0.2
Latvia,Other Mechanism rate,Europe,Northern Europe,2011,1.6
Lithuania,Other Mechanism rate,Europe,Northern Europe,2011,4.4
Norway,Other Mechanism rate,Europe,Northern Europe,2011,0.4
Sweden,Other Mechanism rate,Europe,Northern Europe,2011,0.3
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2011,0.5
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2011,0.3
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2011,0.7
United Kingdom of Great Britain and Northern Ireland,Other Mechanism rate,Europe,Northern Europe,2011,0.5
Denmark,Sharp Objects rate,Europe,Northern Europe,2011,0.2
Estonia,Sharp Objects rate,Europe,Northern Europe,2011,2.2
Finland,Sharp Objects rate,Europe,Northern Europe,2011,0.9
Iceland,Sharp Objects rate,Europe,Northern Europe,2011,0.3
Ireland,Sharp Objects rate,Europe,Northern Europe,2011,0.3
Latvia,Sharp Objects rate,Europe,Northern Europe,2011,1.2
Lithuania,Sharp Objects rate,Europe,Northern Europe,2011,2.1
Norway,Sharp Objects rate,Europe,Northern Europe,2011,0.4
Sweden,Sharp Objects rate,Europe,Northern Europe,2011,0.4
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2011,0.4
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2011,0.4
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2011,0.8
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2011,0.4
Denmark,Unknown Mechanism rate,Europe,Northern Europe,2011,0
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2011,0.5
Finland,Unknown Mechanism rate,Europe,Northern Europe,2011,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2011,0
Ireland,Unknown Mechanism rate,Europe,Northern Europe,2011,0
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2011,0.3
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2011,0.1
Norway,Unknown Mechanism rate,Europe,Northern Europe,2011,0.1
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2011,0
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2011,0
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2011,0.2
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2011,0.1
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2011,0
Albania,Firearms rate,Europe,Southern Europe,2011,2.9
Andorra,Firearms rate,Europe,Southern Europe,2011,0
Croatia,Firearms rate,Europe,Southern Europe,2011,0.3
Holy See,Firearms rate,Europe,Southern Europe,2011,0
Italy,Firearms rate,Europe,Southern Europe,2011,0.4
Malta,Firearms rate,Europe,Southern Europe,2011,0
Montenegro,Firearms rate,Europe,Southern Europe,2011,2.3
Portugal,Firearms rate,Europe,Southern Europe,2011,0.2
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,2011,0.9
Serbia,Firearms rate,Europe,Southern Europe,2011,0.4
Slovenia,Firearms rate,Europe,Southern Europe,2011,0.7
Spain,Firearms rate,Europe,Southern Europe,2011,0.1
Albania,Other Mechanism rate,Europe,Southern Europe,2011,1
Andorra,Other Mechanism rate,Europe,Southern Europe,2011,0
Croatia,Other Mechanism rate,Europe,Southern Europe,2011,0.4
Holy See,Other Mechanism rate,Europe,Southern Europe,2011,0
Italy,Other Mechanism rate,Europe,Southern Europe,2011,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,2011,0.5
Montenegro,Other Mechanism rate,Europe,Southern Europe,2011,0.6
Portugal,Other Mechanism rate,Europe,Southern Europe,2011,0.2
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,2011,0.4
Serbia,Other Mechanism rate,Europe,Southern Europe,2011,0.5
Slovenia,Other Mechanism rate,Europe,Southern Europe,2011,0
Spain,Other Mechanism rate,Europe,Southern Europe,2011,0.4
Albania,Sharp Objects rate,Europe,Southern Europe,2011,0.9
Andorra,Sharp Objects rate,Europe,Southern Europe,2011,1.2
Croatia,Sharp Objects rate,Europe,Southern Europe,2011,0.4
Holy See,Sharp Objects rate,Europe,Southern Europe,2011,0
Italy,Sharp Objects rate,Europe,Southern Europe,2011,0.2
Malta,Sharp Objects rate,Europe,Southern Europe,2011,0.2
Montenegro,Sharp Objects rate,Europe,Southern Europe,2011,0.4
Portugal,Sharp Objects rate,Europe,Southern Europe,2011,0.3
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,2011,0.1
Serbia,Sharp Objects rate,Europe,Southern Europe,2011,0.4
Slovenia,Sharp Objects rate,Europe,Southern Europe,2011,0.1
Spain,Sharp Objects rate,Europe,Southern Europe,2011,0.3
Albania,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Andorra,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Croatia,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Holy See,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Italy,Unknown Mechanism rate,Europe,Southern Europe,2011,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Montenegro,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Portugal,Unknown Mechanism rate,Europe,Southern Europe,2011,0.4
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,2011,0.2
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Spain,Unknown Mechanism rate,Europe,Southern Europe,2011,0
Austria,Firearms rate,Europe,Western Europe,2011,0.2
Belgium,Firearms rate,Europe,Western Europe,2011,0.5
Germany,Firearms rate,Europe,Western Europe,2011,0.1
Liechtenstein,Firearms rate,Europe,Western Europe,2011,0
Luxembourg,Firearms rate,Europe,Western Europe,2011,0
Netherlands,Firearms rate,Europe,Western Europe,2011,0.3
Switzerland,Firearms rate,Europe,Western Europe,2011,0.3
Austria,Other Mechanism rate,Europe,Western Europe,2011,0.2
Belgium,Other Mechanism rate,Europe,Western Europe,2011,0.7
Germany,Other Mechanism rate,Europe,Western Europe,2011,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,2011,0
Luxembourg,Other Mechanism rate,Europe,Western Europe,2011,0.3
Netherlands,Other Mechanism rate,Europe,Western Europe,2011,0.3
Switzerland,Other Mechanism rate,Europe,Western Europe,2011,0.1
Austria,Sharp Objects rate,Europe,Western Europe,2011,0.5
Belgium,Sharp Objects rate,Europe,Western Europe,2011,0.4
Germany,Sharp Objects rate,Europe,Western Europe,2011,0.3
Liechtenstein,Sharp Objects rate,Europe,Western Europe,2011,0
Luxembourg,Sharp Objects rate,Europe,Western Europe,2011,0.5
Netherlands,Sharp Objects rate,Europe,Western Europe,2011,0.3
Switzerland,Sharp Objects rate,Europe,Western Europe,2011,0.2
Austria,Unknown Mechanism rate,Europe,Western Europe,2011,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,2011,0.3
Germany,Unknown Mechanism rate,Europe,Western Europe,2011,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,2011,0
Luxembourg,Unknown Mechanism rate,Europe,Western Europe,2011,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2011,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2011,0
Belarus,Firearms rate,Europe,Eastern Europe,2012,0.1
Bulgaria,Firearms rate,Europe,Eastern Europe,2012,0.3
Czechia,Firearms rate,Europe,Eastern Europe,2012,0.1
Hungary,Firearms rate,Europe,Eastern Europe,2012,0.1
Poland,Firearms rate,Europe,Eastern Europe,2012,0.1
Republic of Moldova,Firearms rate,Europe,Eastern Europe,2012,0.4
Romania,Firearms rate,Europe,Eastern Europe,2012,0
Slovakia,Firearms rate,Europe,Eastern Europe,2012,0.2
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2012,0.6
Czechia,Other Mechanism rate,Europe,Eastern Europe,2012,0
Hungary,Other Mechanism rate,Europe,Eastern Europe,2012,0.6
Poland,Other Mechanism rate,Europe,Eastern Europe,2012,0.5
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,2012,3
Romania,Other Mechanism rate,Europe,Eastern Europe,2012,0.7
Slovakia,Other Mechanism rate,Europe,Eastern Europe,2012,0.6
Belarus,Sharp Objects rate,Europe,Eastern Europe,2012,2.4
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2012,0.7
Czechia,Sharp Objects rate,Europe,Eastern Europe,2012,0.5
Hungary,Sharp Objects rate,Europe,Eastern Europe,2012,0.5
Poland,Sharp Objects rate,Europe,Eastern Europe,2012,0.4
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,2012,1.7
Romania,Sharp Objects rate,Europe,Eastern Europe,2012,0.4
Slovakia,Sharp Objects rate,Europe,Eastern Europe,2012,0.4
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2012,0.3
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2012,0.4
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,2012,0
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2012,0
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,2012,0.6
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2012,0.7
Slovakia,Unknown Mechanism rate,Europe,Eastern Europe,2012,0
Estonia,Firearms rate,Europe,Northern Europe,2012,0.1
Finland,Firearms rate,Europe,Northern Europe,2012,0.3
Iceland,Firearms rate,Europe,Northern Europe,2012,0
Ireland,Firearms rate,Europe,Northern Europe,2012,0.4
Latvia,Firearms rate,Europe,Northern Europe,2012,0.1
Lithuania,Firearms rate,Europe,Northern Europe,2012,0.1
Norway,Firearms rate,Europe,Northern Europe,2012,0.1
Sweden,Firearms rate,Europe,Northern Europe,2012,0.2
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2012,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2012,0.3
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2012,0
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2012,0.1
Estonia,Other Mechanism rate,Europe,Northern Europe,2012,1.6
Finland,Other Mechanism rate,Europe,Northern Europe,2012,0.7
Iceland,Other Mechanism rate,Europe,Northern Europe,2012,0
Ireland,Other Mechanism rate,Europe,Northern Europe,2012,0.4
Latvia,Other Mechanism rate,Europe,Northern Europe,2012,1.4
Lithuania,Other Mechanism rate,Europe,Northern Europe,2012,3.5
Norway,Other Mechanism rate,Europe,Northern Europe,2012,0.2
Sweden,Other Mechanism rate,Europe,Northern Europe,2012,0.2
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2012,0.5
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2012,0.4
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2012,0.6
United Kingdom of Great Britain and Northern Ireland,Other Mechanism rate,Europe,Northern Europe,2012,0.5
Estonia,Sharp Objects rate,Europe,Northern Europe,2012,2
Finland,Sharp Objects rate,Europe,Northern Europe,2012,0.6
Iceland,Sharp Objects rate,Europe,Northern Europe,2012,0.3
Ireland,Sharp Objects rate,Europe,Northern Europe,2012,0.3
Latvia,Sharp Objects rate,Europe,Northern Europe,2012,1.4
Lithuania,Sharp Objects rate,Europe,Northern Europe,2012,2.8
Norway,Sharp Objects rate,Europe,Northern Europe,2012,0.2
Sweden,Sharp Objects rate,Europe,Northern Europe,2012,0.4
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2012,0.3
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2012,0.3
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2012,0.5
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2012,0.3
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2012,1
Finland,Unknown Mechanism rate,Europe,Northern Europe,2012,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2012,0
Ireland,Unknown Mechanism rate,Europe,Northern Europe,2012,0
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2012,0.4
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2012,0.2
Norway,Unknown Mechanism rate,Europe,Northern Europe,2012,0.1
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2012,0
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2012,0.1
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2012,0.2
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2012,0.1
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2012,0.1
Albania,Firearms rate,Europe,Southern Europe,2012,3.4
Andorra,Firearms rate,Europe,Southern Europe,2012,0
Bosnia and Herzegovina,Firearms rate,Europe,Southern Europe,2012,1.1
Croatia,Firearms rate,Europe,Southern Europe,2012,0.4
Holy See,Firearms rate,Europe,Southern Europe,2012,0
Italy,Firearms rate,Europe,Southern Europe,2012,0.4
Malta,Firearms rate,Europe,Southern Europe,2012,1.1
Portugal,Firearms rate,Europe,Southern Europe,2012,0.3
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,2012,0.7
Serbia,Firearms rate,Europe,Southern Europe,2012,0.2
Slovenia,Firearms rate,Europe,Southern Europe,2012,0.2
Spain,Firearms rate,Europe,Southern Europe,2012,0.1
Albania,Other Mechanism rate,Europe,Southern Europe,2012,1.1
Andorra,Other Mechanism rate,Europe,Southern Europe,2012,0
Bosnia and Herzegovina,Other Mechanism rate,Europe,Southern Europe,2012,0.2
Croatia,Other Mechanism rate,Europe,Southern Europe,2012,0.4
Holy See,Other Mechanism rate,Europe,Southern Europe,2012,0
Italy,Other Mechanism rate,Europe,Southern Europe,2012,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,2012,0.9
Portugal,Other Mechanism rate,Europe,Southern Europe,2012,0.2
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,2012,0.3
Serbia,Other Mechanism rate,Europe,Southern Europe,2012,0.2
Slovenia,Other Mechanism rate,Europe,Southern Europe,2012,0.2
Spain,Other Mechanism rate,Europe,Southern Europe,2012,0.4
Albania,Sharp Objects rate,Europe,Southern Europe,2012,0.9
Andorra,Sharp Objects rate,Europe,Southern Europe,2012,0
Bosnia and Herzegovina,Sharp Objects rate,Europe,Southern Europe,2012,0.4
Croatia,Sharp Objects rate,Europe,Southern Europe,2012,0.4
Holy See,Sharp Objects rate,Europe,Southern Europe,2012,0
Italy,Sharp Objects rate,Europe,Southern Europe,2012,0.2
Malta,Sharp Objects rate,Europe,Southern Europe,2012,0.7
Portugal,Sharp Objects rate,Europe,Southern Europe,2012,0.3
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,2012,0.4
Serbia,Sharp Objects rate,Europe,Southern Europe,2012,0.2
Slovenia,Sharp Objects rate,Europe,Southern Europe,2012,0.3
Spain,Sharp Objects rate,Europe,Southern Europe,2012,0.3
Albania,Unknown Mechanism rate,Europe,Southern Europe,2012,0
Andorra,Unknown Mechanism rate,Europe,Southern Europe,2012,0
Bosnia and Herzegovina,Unknown Mechanism rate,Europe,Southern Europe,2012,0.1
Croatia,Unknown Mechanism rate,Europe,Southern Europe,2012,0
Holy See,Unknown Mechanism rate,Europe,Southern Europe,2012,0
Italy,Unknown Mechanism rate,Europe,Southern Europe,2012,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,2012,0.2
Portugal,Unknown Mechanism rate,Europe,Southern Europe,2012,0.4
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,2012,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,2012,0.6
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,2012,0
Spain,Unknown Mechanism rate,Europe,Southern Europe,2012,0
Austria,Firearms rate,Europe,Western Europe,2012,0.1
Belgium,Firearms rate,Europe,Western Europe,2012,0.4
France,Firearms rate,Europe,Western Europe,2012,0.4
Germany,Firearms rate,Europe,Western Europe,2012,0.1
Liechtenstein,Firearms rate,Europe,Western Europe,2012,0
Netherlands,Firearms rate,Europe,Western Europe,2012,0.3
Switzerland,Firearms rate,Europe,Western Europe,2012,0.2
Austria,Other Mechanism rate,Europe,Western Europe,2012,0.4
Belgium,Other Mechanism rate,Europe,Western Europe,2012,0.6
France,Other Mechanism rate,Europe,Western Europe,2012,0.4
Germany,Other Mechanism rate,Europe,Western Europe,2012,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,2012,0
Netherlands,Other Mechanism rate,Europe,Western Europe,2012,0.3
Switzerland,Other Mechanism rate,Europe,Western Europe,2012,0.2
Austria,Sharp Objects rate,Europe,Western Europe,2012,0.3
Belgium,Sharp Objects rate,Europe,Western Europe,2012,0.6
France,Sharp Objects rate,Europe,Western Europe,2012,0.3
Germany,Sharp Objects rate,Europe,Western Europe,2012,0.3
Liechtenstein,Sharp Objects rate,Europe,Western Europe,2012,0
Netherlands,Sharp Objects rate,Europe,Western Europe,2012,0.2
Switzerland,Sharp Objects rate,Europe,Western Europe,2012,0.1
Austria,Unknown Mechanism rate,Europe,Western Europe,2012,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,2012,0.3
France,Unknown Mechanism rate,Europe,Western Europe,2012,0.2
Germany,Unknown Mechanism rate,Europe,Western Europe,2012,0
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,2012,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2012,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2012,0
Belarus,Firearms rate,Europe,Eastern Europe,2013,0.1
Bulgaria,Firearms rate,Europe,Eastern Europe,2013,0.3
Czechia,Firearms rate,Europe,Eastern Europe,2013,0.1
Hungary,Firearms rate,Europe,Eastern Europe,2013,0.1
Poland,Firearms rate,Europe,Eastern Europe,2013,0
Republic of Moldova,Firearms rate,Europe,Eastern Europe,2013,0.2
Romania,Firearms rate,Europe,Eastern Europe,2013,0
Slovakia,Firearms rate,Europe,Eastern Europe,2013,0.3
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2013,0.4
Czechia,Other Mechanism rate,Europe,Eastern Europe,2013,0.5
Hungary,Other Mechanism rate,Europe,Eastern Europe,2013,0.6
Poland,Other Mechanism rate,Europe,Eastern Europe,2013,0.3
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,2013,2
Romania,Other Mechanism rate,Europe,Eastern Europe,2013,0.7
Slovakia,Other Mechanism rate,Europe,Eastern Europe,2013,0.5
Belarus,Sharp Objects rate,Europe,Eastern Europe,2013,2.5
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2013,0.5
Czechia,Sharp Objects rate,Europe,Eastern Europe,2013,0.2
Hungary,Sharp Objects rate,Europe,Eastern Europe,2013,0.8
Poland,Sharp Objects rate,Europe,Eastern Europe,2013,0.4
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,2013,1.7
Romania,Sharp Objects rate,Europe,Eastern Europe,2013,0.4
Slovakia,Sharp Objects rate,Europe,Eastern Europe,2013,0.5
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2013,0.2
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2013,0.1
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,2013,0
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2013,0
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,2013,0.3
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2013,0.6
Slovakia,Unknown Mechanism rate,Europe,Eastern Europe,2013,0
Estonia,Firearms rate,Europe,Northern Europe,2013,0.2
Finland,Firearms rate,Europe,Northern Europe,2013,0.3
Iceland,Firearms rate,Europe,Northern Europe,2013,0
Ireland,Firearms rate,Europe,Northern Europe,2013,0.4
Latvia,Firearms rate,Europe,Northern Europe,2013,0
Lithuania,Firearms rate,Europe,Northern Europe,2013,0.4
Norway,Firearms rate,Europe,Northern Europe,2013,0.1
Sweden,Firearms rate,Europe,Northern Europe,2013,0.2
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2013,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2013,0.3
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2013,0
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2013,0.1
Estonia,Other Mechanism rate,Europe,Northern Europe,2013,1.5
Finland,Other Mechanism rate,Europe,Northern Europe,2013,0.6
Iceland,Other Mechanism rate,Europe,Northern Europe,2013,0
Ireland,Other Mechanism rate,Europe,Northern Europe,2013,0.4
Latvia,Other Mechanism rate,Europe,Northern Europe,2013,1.2
Lithuania,Other Mechanism rate,Europe,Northern Europe,2013,3.1
Norway,Other Mechanism rate,Europe,Northern Europe,2013,0.4
Sweden,Other Mechanism rate,Europe,Northern Europe,2013,0.2
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2013,0.5
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2013,0.3
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2013,0.6
United Kingdom of Great Britain and Northern Ireland,Other Mechanism rate,Europe,Northern Europe,2013,0.5
Estonia,Sharp Objects rate,Europe,Northern Europe,2013,1.7
Finland,Sharp Objects rate,Europe,Northern Europe,2013,0.8
Iceland,Sharp Objects rate,Europe,Northern Europe,2013,0.3
Ireland,Sharp Objects rate,Europe,Northern Europe,2013,0.3
Latvia,Sharp Objects rate,Europe,Northern Europe,2013,0.9
Lithuania,Sharp Objects rate,Europe,Northern Europe,2013,2.9
Norway,Sharp Objects rate,Europe,Northern Europe,2013,0.4
Sweden,Sharp Objects rate,Europe,Northern Europe,2013,0.4
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2013,0.4
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2013,0.3
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2013,0.4
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2013,0.4
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2013,0.5
Finland,Unknown Mechanism rate,Europe,Northern Europe,2013,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2013,0
Ireland,Unknown Mechanism rate,Europe,Northern Europe,2013,0
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2013,0.2
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2013,0.2
Norway,Unknown Mechanism rate,Europe,Northern Europe,2013,0.1
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2013,0
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2013,0
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2013,0.2
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2013,0.2
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2013,0.1
Albania,Firearms rate,Europe,Southern Europe,2013,3.1
Andorra,Firearms rate,Europe,Southern Europe,2013,0
Bosnia and Herzegovina,Firearms rate,Europe,Southern Europe,2013,0.6
Croatia,Firearms rate,Europe,Southern Europe,2013,0.2
Holy See,Firearms rate,Europe,Southern Europe,2013,0
Italy,Firearms rate,Europe,Southern Europe,2013,0.4
Malta,Firearms rate,Europe,Southern Europe,2013,1.2
Montenegro,Firearms rate,Europe,Southern Europe,2013,0.9
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,2013,0.6
Serbia,Firearms rate,Europe,Southern Europe,2013,0.3
Slovenia,Firearms rate,Europe,Southern Europe,2013,0.1
Spain,Firearms rate,Europe,Southern Europe,2013,0.1
Albania,Other Mechanism rate,Europe,Southern Europe,2013,0.5
Andorra,Other Mechanism rate,Europe,Southern Europe,2013,0
Bosnia and Herzegovina,Other Mechanism rate,Europe,Southern Europe,2013,0.2
Croatia,Other Mechanism rate,Europe,Southern Europe,2013,0.3
Holy See,Other Mechanism rate,Europe,Southern Europe,2013,0
Italy,Other Mechanism rate,Europe,Southern Europe,2013,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,2013,0.2
Montenegro,Other Mechanism rate,Europe,Southern Europe,2013,0.4
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,2013,0.2
Serbia,Other Mechanism rate,Europe,Southern Europe,2013,0.2
Slovenia,Other Mechanism rate,Europe,Southern Europe,2013,0.1
Spain,Other Mechanism rate,Europe,Southern Europe,2013,0.3
Albania,Sharp Objects rate,Europe,Southern Europe,2013,0.7
Andorra,Sharp Objects rate,Europe,Southern Europe,2013,0
Bosnia and Herzegovina,Sharp Objects rate,Europe,Southern Europe,2013,0.4
Croatia,Sharp Objects rate,Europe,Southern Europe,2013,0.5
